id;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status
JYDO1910;Single;1st phase - general contingent;1;Nursing;Daytime;1;148.0;1;3;3;2;2;137.3;Yes;No;No;Yes;Female;No;19;No;0;7;7;6;14.266666666666666;0;0;7;7;6;14.266666666666666;0;7.6;2.6;0.32;Graduate
JYDO1911;Single;1st phase - general contingent;2;Advertising and Marketing Management;Daytime;1;120.0;1;3;19;4;5;115.5;Yes;No;No;Yes;Female;No;18;No;0;6;8;5;13.0;0;0;6;8;5;14.0;0;13.9;-0.3;0.79;Graduate
JYDO1912;Single;1st phase - general contingent;2;Nursing;Daytime;1;132.0;1;37;37;5;7;127.5;Yes;No;No;Yes;Female;No;20;No;0;8;8;8;12.48375;0;0;8;8;8;12.48375;0;9.4;-0.8;-3.12;Graduate
JYDO1913;Single;1st phase - general contingent;2;Oral Hygiene;Daytime;1;125.0;1;38;1;9;3;116.3;Yes;No;No;Yes;Female;No;18;No;0;7;8;7;13.428571428571429;0;0;8;8;8;15.3125;0;16.2;0.3;-0.92;Graduate
JYDO1914;Married;2nd phase - general contingent;3;Social Service (evening attendance);Evening;1;123.0;1;19;37;3;3;113.2;No;No;Yes;No;Female;No;18;No;0;6;9;3;10.666666666666666;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1915;Single;1st phase - general contingent;1;Basic Education;Daytime;1;142.0;1;12;12;9;4;132.6;Yes;No;No;Yes;Female;No;18;No;0;6;8;5;15.4;0;0;6;7;5;12.2;0;7.6;2.6;0.32;Graduate
JYDO1916;Single;1st phase - general contingent;4;Nursing;Daytime;1;148.0;1;1;37;4;8;132.0;Yes;No;No;Yes;Female;No;18;No;0;7;7;6;13.45;0;0;7;7;6;13.45;0;7.6;2.6;0.32;Graduate
JYDO1917;Single;2nd phase - general contingent;5;Nursing;Daytime;1;136.0;1;19;38;5;8;130.3;Yes;No;No;Yes;Female;Yes;18;No;0;7;7;6;12.6;0;0;7;7;6;12.6;0;7.6;2.6;0.32;Graduate
JYDO1918;Single;1st phase - general contingent;4;Nursing;Daytime;1;123.0;1;19;38;9;10;116.7;Yes;No;No;Yes;Female;No;20;No;0;7;7;7;12.485714285714286;0;0;8;12;8;12.9375;0;16.2;0.3;-0.92;Graduate
JYDO1919;Single;1st phase - general contingent;2;Communication Design;Daytime;1;135.0;1;19;37;9;9;134.0;Yes;No;No;Yes;Female;Yes;22;No;0;6;10;5;10.8;0;0;6;7;5;12.8;0;12.7;3.7;-1.7;Graduate
JYDO1920;Single;Change of course;1;Advertising and Marketing Management;Daytime;1;151.0;1;19;19;1;1;100.0;No;No;Yes;Yes;Female;No;20;No;0;6;12;5;12.2;0;0;6;8;5;14.6;0;13.9;-0.3;0.79;Enrolled
JYDO1921;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;39;140.0;1;1;1;3;7;140.0;Yes;No;No;Yes;Female;No;20;No;2;6;11;5;14.2;0;0;6;12;2;13.5;0;13.9;-0.3;0.79;Enrolled
JYDO1922;Single;1st phase - general contingent;2;Social Service;Daytime;1;136.0;1;37;38;9;8;139.2;Yes;No;No;Yes;Female;No;18;No;0;6;7;6;13.833333333333334;0;0;6;6;6;14.0;0;9.4;-0.8;-3.12;Graduate
JYDO1923;Single;1st phase - general contingent;1;Basic Education;Daytime;1;142.0;1;19;1;9;1;132.6;No;No;No;Yes;Female;No;18;No;0;6;8;5;12.8;0;0;6;14;3;10.0;0;9.4;-0.8;-3.12;Enrolled
JYDO1924;Single;2nd phase - general contingent;3;Management;Daytime;1;142.0;1;37;38;5;1;129.4;No;No;No;Yes;Female;No;18;No;0;5;5;5;13.2;0;0;5;6;4;12.5;0;9.4;-0.8;-3.12;Graduate
JYDO1925;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;127.0;1;1;38;4;7;125.6;No;No;Yes;Yes;Female;Yes;18;No;0;6;7;1;14.0;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO1926;Single;2nd phase - general contingent;1;Social Service;Daytime;1;131.0;1;1;1;4;10;129.3;No;No;No;Yes;Female;No;19;No;4;8;8;8;13.875;0;1;6;8;5;14.0;0;11.1;0.6;2.02;Graduate
JYDO1927;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;134.0;1;38;19;9;4;128.4;Yes;No;No;Yes;Female;Yes;19;No;0;5;7;5;12.5;0;0;5;8;5;12.714285714285714;0;10.8;1.4;1.74;Graduate
JYDO1928;Single;2nd phase - general contingent;2;Journalism and Communication;Daytime;1;142.0;1;19;19;9;9;139.9;No;No;No;Yes;Female;Yes;18;No;0;6;7;6;13.428571428571429;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate
JYDO1929;Single;1st phase - general contingent;1;Communication Design;Daytime;1;123.0;1;38;38;9;5;124.8;No;No;No;No;Female;Yes;18;No;0;6;7;5;11.8;0;0;6;7;5;13.0;0;8.9;1.4;3.51;Enrolled
JYDO1930;Single;2nd phase - general contingent;3;Nursing;Daytime;1;133.0;1;1;1;9;9;128.5;Yes;No;No;Yes;Female;Yes;18;No;0;7;7;7;14.868571428571428;0;0;8;9;8;15.11111111111111;0;11.1;0.6;2.02;Graduate
JYDO1931;Single;1st phase - general contingent;4;Nursing;Daytime;1;125.0;1;19;1;1;1;117.8;Yes;No;No;Yes;Female;No;18;No;0;7;10;7;13.03;0;0;8;8;8;13.21875;0;15.5;2.8;-4.06;Graduate
JYDO1932;Single;2nd phase - general contingent;1;Advertising and Marketing Management;Daytime;1;120.0;1;38;38;5;7;115.1;Yes;No;No;Yes;Female;No;19;No;0;6;7;6;14.571428571428571;0;0;6;7;6;12.333333333333334;0;12.4;0.5;1.79;Graduate
JYDO1933;Single;2nd phase - general contingent;2;Social Service;Daytime;1;125.0;1;19;19;3;3;118.0;Yes;No;No;Yes;Female;No;18;No;0;6;9;5;11.0;0;0;6;9;4;11.25;0;8.9;1.4;3.51;Graduate
JYDO1934;Single;Over 23 years old;1;Nursing;Daytime;19;133.1;1;19;37;9;4;120.0;No;No;No;Yes;Female;Yes;25;No;0;8;8;8;13.3675;0;0;8;8;8;13.3675;0;9.4;-0.8;-3.12;Graduate
JYDO1935;Single;1st phase - general contingent;4;Nursing;Daytime;1;133.1;1;19;38;9;9;119.6;Yes;No;No;Yes;Female;Yes;19;No;0;7;7;6;12.808333333333332;0;0;8;11;7;12.825714285714286;0;12.4;0.5;1.79;Graduate
JYDO1936;Single;2nd phase - general contingent;6;Nursing;Daytime;1;143.0;1;1;38;3;3;133.2;Yes;No;No;Yes;Female;No;18;No;0;7;7;7;13.918571428571427;0;0;8;9;8;13.8875;0;11.1;0.6;2.02;Graduate
JYDO1937;Single;2nd phase - general contingent;1;Equinculture;Daytime;1;147.0;1;4;1;2;10;141.8;Yes;No;No;Yes;Female;No;19;No;0;6;8;6;13.0;0;0;6;9;4;12.8;0;13.9;-0.3;0.79;Graduate
JYDO1938;Married;1st phase - general contingent;1;Nursing;Daytime;1;142.0;1;19;38;4;5;130.3;No;No;No;Yes;Female;No;18;No;0;7;7;6;13.683333333333332;0;0;7;7;6;13.683333333333332;0;7.6;2.6;0.32;Graduate
JYDO1939;Single;Over 23 years old;1;Veterinary Nursing;Daytime;1;150.0;1;19;19;4;10;100.0;No;No;No;Yes;Female;No;24;No;1;6;11;5;13.0;0;1;6;12;1;12.0;0;13.9;-0.3;0.79;Dropout
JYDO1940;Single;1st phase - general contingent;2;Journalism and Communication;Daytime;1;124.0;1;3;3;3;4;114.6;Yes;No;No;Yes;Female;No;21;No;0;6;8;5;12.8;0;0;6;7;5;11.2;0;11.1;0.6;2.02;Graduate
JYDO1941;Single;1st phase - general contingent;2;Tourism;Daytime;1;136.0;1;1;1;9;4;123.4;Yes;No;No;Yes;Female;Yes;18;No;0;6;9;6;13.571428571428571;0;0;6;6;6;12.166666666666666;0;8.9;1.4;3.51;Graduate
JYDO1942;Single;1st phase - general contingent;1;Social Service;Daytime;1;116.0;1;38;38;9;6;116.4;Yes;No;No;Yes;Female;No;18;No;0;6;6;6;13.166666666666666;0;0;6;6;6;13.166666666666666;0;8.9;1.4;3.51;Graduate
JYDO1943;Married;1st phase - general contingent;1;Communication Design;Daytime;1;127.0;1;12;19;9;9;123.2;No;No;No;Yes;Female;Yes;20;No;0;6;6;6;15.0;0;0;6;6;6;14.5;0;11.1;0.6;2.02;Graduate
JYDO1944;Single;1st phase - general contingent;1;Communication Design;Daytime;1;117.0;1;4;19;3;5;123.7;Yes;No;No;Yes;Female;No;19;No;0;6;6;6;12.666666666666666;0;0;6;8;5;11.4;0;12.4;0.5;1.79;Graduate
JYDO1945;Single;1st phase - general contingent;2;Journalism and Communication;Daytime;1;116.0;1;1;19;4;7;127.6;Yes;No;No;Yes;Female;Yes;19;No;0;6;7;6;13.857142857142858;0;0;6;7;6;13.142857142857142;0;13.9;-0.3;0.79;Dropout
JYDO1946;Single;1st phase - general contingent;4;Nursing;Daytime;1;129.0;1;37;37;9;9;117.1;Yes;No;No;Yes;Female;No;30;No;0;7;7;7;14.692857142857145;0;0;8;8;8;14.9625;0;12.4;0.5;1.79;Graduate
JYDO1947;Single;1st phase - general contingent;1;Nursing;Daytime;1;157.0;1;19;38;5;3;149.3;No;No;No;Yes;Female;No;18;No;0;8;8;8;14.035;0;0;8;8;8;14.035;0;9.4;-0.8;-3.12;Graduate
JYDO1948;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;135.0;1;1;19;4;10;125.6;Yes;No;No;Yes;Female;No;18;No;0;5;8;4;11.0;1;0;5;8;3;14.0;0;12.7;3.7;-1.7;Graduate
JYDO1949;Single;1st phase - general contingent;1;Journalism and Communication;Daytime;1;139.0;1;38;38;9;9;145.0;Yes;No;No;Yes;Female;Yes;18;No;0;6;6;6;13.333333333333334;0;0;6;6;6;13.333333333333334;0;9.4;-0.8;-3.12;Graduate
JYDO1950;Single;3rd phase - general contingent;1;Nursing;Daytime;1;115.0;1;38;37;5;5;115.0;No;No;No;Yes;Female;No;20;No;0;7;13;6;11.7725;0;0;8;9;7;12.33;0;15.5;2.8;-4.06;Graduate
JYDO1951;Single;1st phase - general contingent;1;Tourism;Daytime;1;123.0;1;38;38;4;7;114.3;No;No;No;Yes;Female;No;19;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
JYDO1952;Single;Change of course;2;Tourism;Daytime;1;140.0;1;19;19;9;9;126.0;Yes;No;No;Yes;Female;No;19;No;0;6;0;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1953;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;138.0;1;19;37;7;7;124.0;Yes;No;No;No;Female;No;19;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1954;Single;1st phase - general contingent;4;Tourism;Daytime;1;132.0;1;1;38;5;6;122.6;Yes;No;No;Yes;Female;Yes;18;No;0;6;7;6;12.285714285714286;0;0;6;6;6;12.0;0;8.9;1.4;3.51;Graduate
JYDO1955;Single;1st phase - general contingent;4;Nursing;Daytime;1;140.0;1;3;19;2;3;133.8;Yes;No;No;Yes;Female;No;17;No;0;8;14;5;12.46;0;0;8;14;5;12.46;0;10.8;1.4;1.74;Enrolled
JYDO1956;Single;3rd phase - general contingent;1;Basic Education;Daytime;1;117.0;1;19;38;4;0;113.5;Yes;No;No;Yes;Female;No;19;No;0;7;10;6;12.166666666666666;0;0;7;9;6;13.166666666666666;0;12.4;0.5;1.79;Graduate
JYDO1957;Single;1st phase - general contingent;4;Social Service;Daytime;1;125.0;1;19;1;4;5;122.6;Yes;Yes;No;Yes;Female;No;18;No;0;6;9;5;11.833333333333334;0;0;6;8;2;11.5;0;13.9;-0.3;0.79;Enrolled
JYDO1958;Single;Holders of other higher courses;1;Nursing;Daytime;3;140.0;1;37;37;4;4;140.0;No;No;No;Yes;Female;No;25;No;0;8;8;7;14.805714285714286;0;0;8;8;7;14.805714285714286;0;10.8;1.4;1.74;Graduate
JYDO1959;Single;1st phase - general contingent;1;Social Service;Daytime;1;133.1;1;12;38;4;9;107.0;Yes;No;No;Yes;Female;No;19;No;0;6;11;5;10.6;0;0;6;10;6;11.714285714285714;0;11.1;0.6;2.02;Dropout
JYDO1960;Single;Short cycle diploma holders;1;Veterinary Nursing;Daytime;42;130.0;1;19;1;9;9;130.0;Yes;No;Yes;No;Female;No;24;No;7;9;9;8;13.125;0;4;9;13;6;13.0;0;8.9;1.4;3.51;Enrolled
JYDO1961;Single;1st phase - general contingent;1;Social Service;Daytime;1;134.0;1;1;1;4;9;124.2;Yes;No;Yes;Yes;Female;Yes;19;No;0;6;6;6;12.833333333333334;0;0;6;6;6;12.666666666666666;0;9.4;-0.8;-3.12;Graduate
JYDO1962;Single;3rd phase - general contingent;1;Nursing;Daytime;1;128.0;1;19;1;9;4;125.8;No;No;No;Yes;Female;Yes;20;No;0;8;8;0;0.0;8;0;8;8;0;0.0;8;9.4;-0.8;-3.12;Enrolled
JYDO1963;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;115.0;1;1;1;5;4;108.0;Yes;No;No;Yes;Female;Yes;20;No;0;6;9;5;13.0;0;0;6;6;5;13.8;0;12.4;0.5;1.79;Graduate
JYDO1964;Single;1st phase - general contingent;2;Nursing;Daytime;1;119.0;1;1;1;4;4;115.2;Yes;No;No;Yes;Female;Yes;20;No;0;7;8;7;12.725;0;0;8;8;8;13.7125;0;13.9;-0.3;0.79;Graduate
JYDO1965;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;131.0;1;1;3;4;1;129.3;Yes;No;No;Yes;Female;No;19;No;0;5;10;4;11.25;1;0;5;10;3;10.333333333333334;0;12.7;3.7;-1.7;Graduate
JYDO1966;Single;Holders of other higher courses;1;Agronomy;Daytime;4;120.0;1;3;1;2;4;120.0;Yes;No;No;Yes;Female;No;31;No;8;12;12;11;13.818181818181818;0;4;12;16;12;13.461538461538462;0;15.5;2.8;-4.06;Graduate
JYDO1967;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;120.0;1;1;19;3;4;116.7;No;No;No;Yes;Female;No;20;No;0;5;12;3;12.333333333333334;2;0;5;8;3;13.0;1;9.4;-0.8;-3.12;Graduate
JYDO1968;Single;1st phase - general contingent;3;Veterinary Nursing;Daytime;1;135.0;1;3;2;4;3;121.0;Yes;No;No;Yes;Female;No;18;No;0;5;14;3;12.333333333333334;2;0;5;8;5;11.6;0;9.4;-0.8;-3.12;Enrolled
JYDO1969;Single;2nd phase - general contingent;1;Basic Education;Daytime;1;146.0;1;1;1;3;4;128.2;No;No;Yes;Yes;Female;No;18;No;0;6;8;4;13.25;0;0;6;10;3;10.666666666666666;0;12.7;3.7;-1.7;Enrolled
JYDO1970;Single;1st phase - general contingent;4;Advertising and Marketing Management;Daytime;1;133.0;1;1;2;4;7;121.1;Yes;No;No;Yes;Female;No;18;No;0;6;7;6;13.666666666666666;0;0;6;9;5;15.4;0;13.9;-0.3;0.79;Graduate
JYDO1971;Single;Change of institution/course;1;Social Service;Daytime;1;122.0;1;19;3;5;2;112.6;No;No;Yes;Yes;Female;No;20;No;5;11;18;8;12.625;0;4;10;10;3;11.0;0;11.1;0.6;2.02;Enrolled
JYDO1972;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;128.0;1;2;19;2;4;123.3;Yes;No;No;Yes;Female;Yes;20;No;0;6;6;6;14.833333333333334;0;0;6;8;6;12.142857142857142;0;8.9;1.4;3.51;Graduate
JYDO1973;Single;2nd phase - general contingent;2;Advertising and Marketing Management;Daytime;1;129.0;1;19;19;5;4;129.4;No;No;No;Yes;Female;Yes;19;No;0;6;7;5;11.2;0;0;6;10;5;13.125;0;10.8;1.4;1.74;Dropout
JYDO1974;Single;2nd phase - general contingent;1;Management;Daytime;1;122.0;1;19;19;4;6;119.9;No;No;No;Yes;Female;Yes;21;No;0;5;6;5;11.4;0;0;5;6;5;12.2;0;12.7;3.7;-1.7;Graduate
JYDO1975;Single;1st phase - general contingent;4;Nursing;Daytime;1;140.0;1;1;12;3;10;131.6;Yes;No;No;Yes;Female;No;18;No;0;7;8;7;13.135;0;0;8;9;8;13.244444444444444;0;12.4;0.5;1.79;Graduate
JYDO1976;Single;Change of institution/course;1;Communication Design;Daytime;1;143.0;1;1;1;4;4;120.0;Yes;No;No;Yes;Female;No;21;No;3;10;10;10;13.0;0;5;11;11;10;11.4;0;11.1;0.6;2.02;Dropout
JYDO1977;Single;1st phase - general contingent;4;Nursing;Daytime;1;118.0;1;19;19;3;3;110.0;Yes;No;No;Yes;Female;No;19;No;0;7;12;4;12.85;0;0;7;7;7;12.62142857142857;0;11.1;0.6;2.02;Enrolled
JYDO1978;Single;Technological specialization diploma holders;1;Social Service;Daytime;39;140.0;1;1;19;191;102;143.0;No;No;No;Yes;Female;No;20;No;3;6;6;6;13.5;0;2;6;9;5;12.5;0;13.9;-0.3;0.79;Graduate
JYDO1979;Single;Technological specialization diploma holders;1;Veterinary Nursing;Daytime;1;140.0;1;1;2;3;3;140.0;No;No;No;Yes;Female;No;20;No;0;6;7;6;14.285714285714286;0;0;6;9;3;13.0;0;13.9;-0.3;0.79;Enrolled
JYDO1980;Single;1st phase - general contingent;1;Advertising and Marketing Management;Daytime;1;123.0;1;12;1;9;9;119.2;Yes;No;No;Yes;Female;Yes;18;No;0;6;8;5;13.5;0;0;6;6;6;14.5;0;12.4;0.5;1.79;Graduate
JYDO1981;Single;1st phase - general contingent;1;Management;Daytime;1;140.0;1;19;19;9;9;124.3;Yes;No;No;Yes;Female;Yes;18;No;0;5;8;4;10.75;0;0;5;5;5;13.0;0;12.4;0.5;1.79;Graduate
JYDO1982;Single;2nd phase - general contingent;1;Social Service;Daytime;1;116.0;1;19;19;7;7;111.1;Yes;No;No;Yes;Female;Yes;18;No;0;6;9;6;11.333333333333334;0;0;6;9;6;11.833333333333334;0;8.9;1.4;3.51;Graduate
JYDO1983;Single;Change of course;1;Veterinary Nursing;Daytime;39;150.0;1;38;37;6;6;150.0;Yes;No;No;Yes;Female;Yes;21;No;2;7;15;3;13.0;2;1;5;12;5;13.285714285714286;1;10.8;1.4;1.74;Graduate
JYDO1984;Single;1st phase - general contingent;1;Nursing;Daytime;1;147.0;1;38;19;5;8;147.3;No;No;No;Yes;Female;No;18;No;0;7;7;6;13.966666666666669;0;0;7;7;6;13.966666666666669;0;7.6;2.6;0.32;Graduate
JYDO1985;Single;1st phase - general contingent;1;Nursing;Daytime;1;162.0;1;19;1;5;5;147.5;Yes;No;No;Yes;Female;Yes;18;No;0;8;8;8;14.14125;0;0;8;8;8;14.14125;0;9.4;-0.8;-3.12;Graduate
JYDO1986;Single;2nd phase - general contingent;2;Tourism;Daytime;1;108.0;1;37;37;9;7;108.0;Yes;No;No;Yes;Female;Yes;20;No;0;6;10;4;11.6;0;0;6;10;4;11.75;0;12.7;3.7;-1.7;Graduate
JYDO1987;Married;Transfer;1;Nursing;Daytime;2;130.0;1;37;37;9;9;130.0;No;No;No;Yes;Female;Yes;32;No;0;8;8;8;14.6625;0;0;8;8;8;14.6625;0;9.4;-0.8;-3.12;Graduate
JYDO1988;Married;Over 23 years old;1;Management (evening attendance);Evening;1;140.0;1;37;37;9;10;130.0;No;No;No;Yes;Female;No;34;No;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Enrolled
JYDO1989;Single;1st phase - general contingent;2;Nursing;Daytime;1;116.0;1;19;37;3;3;109.0;Yes;No;No;Yes;Female;Yes;23;No;0;7;8;6;12.993333333333334;0;0;8;9;8;12.66875;0;11.1;0.6;2.02;Graduate
JYDO1990;Single;1st phase - general contingent;5;Advertising and Marketing Management;Daytime;1;120.0;1;4;1;4;10;112.0;Yes;No;No;Yes;Female;No;18;No;0;6;10;4;11.25;0;0;6;11;5;12.2;0;8.9;1.4;3.51;Enrolled
JYDO1991;Single;2nd phase - general contingent;1;Social Service (evening attendance);Evening;1;132.0;1;37;19;5;5;121.2;No;No;No;Yes;Female;No;18;No;0;6;8;5;12.2;0;0;6;10;5;12.8;0;10.8;1.4;1.74;Graduate
JYDO1992;Single;Change of course;1;Animation and Multimedia Design;Daytime;2;140.0;1;37;37;9;9;140.0;Yes;No;No;Yes;Female;No;34;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO1993;Single;Over 23 years old;1;Social Service (evening attendance);Evening;1;120.0;100;1;1;4;7;119.5;No;No;Yes;Yes;Female;No;25;Yes;2;6;6;6;11.333333333333334;0;0;6;6;4;11.75;0;8.9;1.4;3.51;Enrolled
JYDO1994;Single;1st phase - general contingent;1;Management;Daytime;1;136.0;1;37;38;193;181;125.9;No;No;No;Yes;Female;No;21;No;0;5;7;5;12.2;0;0;5;7;5;11.8;0;11.1;0.6;2.02;Graduate
JYDO1995;Single;1st phase - general contingent;1;Tourism;Daytime;1;133.0;1;19;9;0;0;121.5;Yes;No;No;Yes;Female;Yes;20;No;0;6;12;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO1996;Single;1st phase - general contingent;5;Social Service;Daytime;1;126.0;1;30;19;0;2;121.5;Yes;No;No;Yes;Female;No;18;No;0;6;8;6;11.333333333333334;0;0;6;6;6;11.666666666666666;0;7.6;2.6;0.32;Graduate
JYDO1997;Single;2nd phase - general contingent;1;Veterinary Nursing;Daytime;1;142.0;1;3;37;4;8;132.4;Yes;No;No;Yes;Female;No;18;No;0;6;8;6;13.857142857142858;0;0;6;15;6;13.1;0;12.4;0.5;1.79;Graduate
JYDO1998;Single;2nd phase - general contingent;1;Journalism and Communication;Daytime;1;121.0;1;37;37;9;9;122.4;No;No;No;Yes;Female;No;18;No;0;6;7;6;12.857142857142858;0;0;6;6;6;13.333333333333334;0;13.9;-0.3;0.79;Graduate
JYDO1999;Single;Over 23 years old;1;Social Service (evening attendance);Evening;1;134.0;1;37;38;4;7;110.0;Yes;No;No;Yes;Female;No;24;No;0;6;10;1;10.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO2000;Single;Change of institution/course;1;Management;Daytime;1;140.0;1;19;19;9;7;120.4;No;No;Yes;No;Female;No;32;No;14;15;17;14;10.214285714285714;0;13;13;13;13;11.384615384615383;0;16.2;0.3;-0.92;Graduate
JYDO2001;Single;Over 23 years old;1;Tourism;Daytime;1;133.1;1;1;1;9;6;105.0;Yes;No;Yes;No;Female;No;24;No;0;6;14;6;11.285714285714286;0;0;6;16;3;10.333333333333334;0;8.9;1.4;3.51;Dropout
JYDO2002;Single;1st phase - general contingent;1;Social Service;Daytime;1;157.0;1;38;37;9;5;137.8;No;No;No;Yes;Female;Yes;18;No;0;6;6;6;13.833333333333334;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO2003;Single;Change of institution/course;1;Tourism;Daytime;1;120.0;1;38;38;9;9;118.0;No;No;No;Yes;Female;No;28;No;0;6;8;6;12.857142857142858;0;0;6;8;5;12.6;0;8.9;1.4;3.51;Graduate
JYDO2004;Single;2nd phase - general contingent;5;Basic Education;Daytime;1;134.0;1;19;38;4;8;122.1;Yes;No;No;Yes;Female;Yes;18;No;0;6;8;6;11.666666666666666;0;0;6;9;4;12.0;0;10.8;1.4;1.74;Dropout
JYDO2005;Single;Holders of other higher courses;1;Basic Education;Daytime;3;140.0;1;34;34;0;0;140.0;Yes;No;No;No;Female;No;24;No;0;6;12;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;Dropout
JYDO2006;Single;1st phase - general contingent;1;Veterinary Nursing;Daytime;1;133.0;1;1;37;4;10;143.2;No;No;No;Yes;Female;No;19;No;0;5;7;5;14.4;0;0;5;6;5;13.2;0;7.6;2.6;0.32;Graduate
JYDO2007;Married;Over 23 years old;1;Social Service (evening attendance);Evening;1;146.0;1;37;37;9;8;120.5;No;No;No;Yes;Female;No;44;No;0;6;6;6;14.833333333333334;0;0;6;6;6;14.166666666666666;0;10.8;1.4;1.74;Graduate
JYDO2008;Single;1st phase - special contingent (Madeira Island);3;Veterinary Nursing;Daytime;1;130.0;1;37;37;9;2;119.5;Yes;No;No;Yes;Female;Yes;18;No;0;6;14;6;14.333333333333334;0;0;6;9;6;12.0;0;15.5;2.8;-4.06;Graduate
JYDO2009;Single;1st phase - general contingent;1;Animation and Multimedia Design;Daytime;1;151.0;1;37;37;9;7;147.5;Yes;No;No;Yes;Female;No;18;No;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
JYDO2010;Single;1st phase - general contingent;6;Journalism and Communication;Daytime;1;133.1;1;1;1;90;90;129.6;No;No;No;Yes;Female;No;22;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
JYDO2011;Single;3rd phase - general contingent;1;Basic Education;Daytime;1;132.0;1;37;37;9;5;126.1;No;No;No;Yes;Female;Yes;18;No;0;7;9;6;12.333333333333334;0;0;7;7;6;12.666666666666666;0;11.1;0.6;2.02;Graduate
JYDO2012;Married;Over 23 years old;1;Management (evening attendance);Evening;1;110.0;1;37;37;9;4;160.0;No;No;No;Yes;Female;No;44;No;0;5;5;5;11.8;0;0;5;5;5;12.4;0;15.5;2.8;-4.06;Graduate
JYDO2013;Facto union;Over 23 years old;1;Basic Education;Daytime;19;133.1;1;38;1;5;3;105.5;No;No;Yes;Yes;Female;No;33;No;0;6;7;5;13.2;0;0;6;7;5;10.6;0;7.6;2.6;0.32;Dropout
JYDO2014;Married;Over 23 years old;1;Basic Education;Daytime;1;110.0;1;37;37;9;9;95.5;No;No;Yes;No;Female;No;32;No;0;6;6;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout
JYDO2015;Married;Over 23 years old;1;Agronomy;Daytime;1;133.1;1;19;19;4;4;107.5;No;No;No;No;Female;No;35;No;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
JYDO2016;Single;1st phase - general contingent;1;Social Service;Daytime;1;105.0;1;19;19;6;6;106.1;Yes;No;No;Yes;Female;No;20;No;0;6;6;6;11.5;0;0;6;7;6;13.285714285714286;0;11.1;0.6;2.02;Graduate
JYDO2017;Single;Over 23 years old;1;Tourism;Daytime;1;160.0;1;3;1;6;6;116.3;Yes;No;No;Yes;Female;No;24;No;0;6;8;5;12.6;0;0;6;7;5;12.2;0;9.4;-0.8;-3.12;Graduate
JYDO2018;Single;1st phase - general contingent;1;Nursing;Daytime;1;144.0;1;38;1;9;10;137.4;No;No;No;Yes;Female;No;19;No;0;7;7;7;13.542857142857144;0;0;8;9;8;14.22222222222222;0;16.2;0.3;-0.92;Graduate
JYDO2019;Single;1st phase - general contingent;1;Tourism;Daytime;1;100.0;1;19;19;5;5;101.8;Yes;No;No;Yes;Female;No;21;No;0;6;8;5;11.6;0;0;6;6;5;13.0;0;12.4;0.5;1.79;Enrolled
